tot_popE,med_incomeE,mon_housE,pct_ten,pct_foreign,maj_foreign,maj_tra,maj_race
6761,32155,2512,0.1930187842035202,0.03357491495340926,FALSE,Car,nh_white
3254,21082,1269,0.8325138291333744,0.1066379840196681,FALSE,Car,nh_white
2028,43654,792,0.35552268244575935,0.1799802761341223,FALSE,Car,nh_white
3144,41297,1125,0.09637404580152671,0.061068702290076333,FALSE,Car,nh_white
3713,26473,1821,0.79423646646916235,0.21976838136277943,FALSE,Car,nh_white
3775,35276,1536,0.2341721854304636,0.027019867549668876,FALSE,Car,nh_white
5742,23938,2375,0.6179031696273075,0.15552072448624174,FALSE,Car,nh_white
4466,32304,1632,0.4323779668607255,0.20040304523063143,FALSE,Car,nh_white
7671,50440,3017,0.15069743188632512,0.15786729239994785,FALSE,Car,nh_white
2159,39347,822,0.13107920333487727,0.03473830477072719,FALSE,Car,nh_white
2042,19144,913,0.7566111655239961,0.08374142997061704,FALSE,Car,nh_white
1893,25444,674,0.4754358161648177,0.1716851558372953,FALSE,Car,nh_white
10187,49434,3377,0.1986845980170806,0.27790320997349566,FALSE,Car,nh_white
5310,31152,2355,0.21299435028248587,0.07664783427495292,FALSE,Car,nh_white
6333,41258,2493,0.08874151271119532,0.037738828359387334,FALSE,Car,nh_white
3602,34084,1396,0.17379233759022766,0.056635202665186006,FALSE,Car,nh_white
3873,27344,1394,0.3844564936741544,0.07074619158275239,FALSE,Car,nh_white
1306,45729,536,0.22358346094946402,0.04058192955589587,FALSE,Car,nh_white
6425,17207,2462,0.5136186770428015,0.1369649805447471,FALSE,Car,nh_white
3149,31426,1463,0.3867894569704668,0.12226103524928549,FALSE,Car,nh_white
6191,35592,2217,0.22661928606041026,0.0715554837667582,FALSE,Car,nh_white
5939,40188,2226,0.06617275635628894,0.04259976427007914,FALSE,Car,nh_white
6140,43132,2397,0.06970684039087947,0.08534201954397394,FALSE,Car,nh_white
3147,37019,1467,0.1032729583730537,0.025103272958373054,FALSE,Car,nh_white
8287,40175,3250,0.15349342343429467,0.062145529142029685,FALSE,Car,nh_white
4383,36893,1861,0.12365959388546657,0.055213324207164044,FALSE,Car,nh_white
2378,3829,92,0.023549201009251473,0.2321278385197645,FALSE,Walking,nh_white
6680,48856,2225,0.11332335329341317,0.03982035928143712,FALSE,Car,nh_white
1190,3210,0,0,0.1092436974789916,FALSE,Walking,nh_white
5583,34934,2146,0.46802794196668457,0.23249149202937489,FALSE,Car,nh_white
7045,27114,2992,0.2750887154009936,0.03321504613200851,FALSE,Car,nh_white
3265,17941,1386,0.8465543644716692,0.21286370597243492,FALSE,Public Transportation,h_latino
4126,6570,917,0.4120213281628696,0.21619001454192924,FALSE,Walking,nh_white
3957,41497,1737,0.19661359615870608,0.05079605761940864,FALSE,Car,nh_white
3501,29839,1593,0.48443301913738934,0.03827477863467581,FALSE,Car,nh_white
13056,4203,167,0.018612132352941176,0.13105085784313725,FALSE,Walking,nh_white
4966,27679,1808,0.43596455900120823,0.2396294804671768,FALSE,Car,nh_white
3721,32214,1599,0.35743079817253426,0.03789303950550927,FALSE,Car,nh_white
2371,4113,128,0.09574019401096584,0.1560522986081822,FALSE,Walking,nh_white
4777,35333,2526,0.4594934059032866,0.025748377642872095,FALSE,Car,nh_white
5307,31697,2540,0.49707932918786507,0.0868664028641417,FALSE,Car,nh_white
6337,32966,2731,0.16853400662774184,0.04134448477197412,FALSE,Car,nh_white
1813,3840,31,0.03530060672917816,0.16050744622173194,FALSE,Walking,nh_white
6708,17654,2659,0.6268634466308884,0.16696481812760883,FALSE,Car,nh_white
3292,37170,1550,0.23390036452004861,0.02339003645200486,FALSE,Car,nh_white
2807,53452,728,0.26291414321339507,0.10509440684004275,FALSE,Car,nh_white
1116,52295,522,0.12096774193548387,0.016129032258064516,FALSE,Car,nh_white
1448,36982,554,0.2914364640883978,0.10013812154696132,FALSE,Car,nh_white
5220,42182,1728,0.36302681992337166,0.12643678160919541,FALSE,Car,nh_white
3239,53085,1283,0.6319851806112998,0.26983636924976845,FALSE,Public Transportation,nh_white
2230,31920,972,0.6704035874439462,0.2937219730941704,FALSE,Car,nh_white
3046,41423,1234,0.5915955351280368,0.2350623768877216,FALSE,Public Transportation,nh_white
4625,51236,1981,0.33513513513513515,0.23005405405405405,FALSE,Car,nh_white
4302,65461,1688,0.22873082287308227,0.30404463040446306,FALSE,Car,nh_white
3875,45877,1619,0.4743225806451613,0.2779354838709677,FALSE,Car,nh_white
3490,66667,1344,0.33982808022922634,0.230945558739255,FALSE,Car,nh_white
6420,49884,2463,0.4101246105919003,0.2705607476635514,FALSE,Car,nh_white
8454,23969,2365,0.33120416370948663,0.2726519990537024,FALSE,Car,nh_white
5293,51763,1990,0.13678443226903458,0.18288305308898545,FALSE,Car,nh_white
6428,31822,2333,0.5264467952706907,0.33851897946484133,FALSE,Car,nh_white
4171,57436,1594,0.04219611603931911,0.05130664109326301,FALSE,Car,nh_white
3404,57235,1586,0.4688601645123384,0.24148061104582844,FALSE,Car,nh_white
2922,71727,1191,0.4931553730321697,0.18548939082819987,FALSE,Public Transportation,nh_white
2416,57045,1008,0.5364238410596026,0.21357615894039736,FALSE,Public Transportation,nh_white
5456,75000,1874,0.09292521994134897,0.24725073313782991,FALSE,Car,nh_white
5501,79816,1802,0.10779858207598618,0.2961279767315034,FALSE,Car,nh_white
1657,25099,563,0.07302353651176825,0.2063971031985516,FALSE,Car,nh_white
8199,51227,3887,0.539821929503598,0.21344066349554824,FALSE,Car,nh_white
2571,60214,1232,0.5577596266044341,0.20614546868922598,FALSE,Public Transportation,nh_white
3815,46557,1599,0.20943643512450852,0.22935779816513763,FALSE,Car,nh_white
6462,44946,2912,0.1869390281646549,0.18399876199319096,FALSE,Car,nh_white
2853,30464,990,0.4051875219067648,0.30318962495618645,FALSE,Car,nh_white
6587,36796,2595,0.361317747077577,0.2831334446637316,FALSE,Car,nh_white
4869,48609,2019,0.16697473813924832,0.08728691723146437,FALSE,Car,nh_white
4007,44451,1655,0.24856501123034688,0.18767157474419766,FALSE,Car,nh_white
3743,26875,1002,0.5551696500133583,0.3732300293881913,FALSE,Car,nh_asian
4443,69339,1567,0.21449471078100382,0.18005851901868108,FALSE,Car,nh_white
5521,42527,2475,0.6591197246875566,0.2771237094729216,FALSE,Car,nh_white
5983,38902,2318,0.5131205081063012,0.40397793748955374,FALSE,Car,nh_white
4846,18936,999,0.3328518365662402,0.15352868345026827,FALSE,Car,nh_white
1837,63851,773,0.3364180729450191,0.1578660860097986,FALSE,Car,nh_white
6363,45716,2206,0.04636177903504636,0.06302058777306302,FALSE,Car,nh_white
5286,36380,1881,0.16458569807037457,0.049943246311010214,FALSE,Car,nh_white
6360,45000,2121,0.04009433962264151,0.04889937106918239,FALSE,Car,nh_white
4713,35370,1581,0.056651814131126674,0.16825800976023764,FALSE,Car,nh_white
6142,20556,2832,0.7339628785411918,0.22631064799739498,FALSE,Car,nh_white
2721,25288,1212,0.35942668136714445,0.19625137816979052,FALSE,Car,nh_white
2408,17512,1235,0.9061461794019934,0.26744186046511625,FALSE,Car,nh_white
3205,19786,1437,0.8789391575663027,0.2995319812792512,FALSE,Car,nh_white
4679,37613,1933,0.13571275913656763,0.05278905749091686,FALSE,Car,nh_white
5839,38178,2128,0.07621168008220586,0.15173831135468402,FALSE,Car,nh_white
3393,23476,1607,0.6796345417035072,0.26672561155319774,FALSE,Car,nh_white
2702,22592,1154,0.500740192450037,0.22020725388601037,FALSE,Car,nh_white
2767,26793,1089,0.3183953740513191,0.17347307553306832,FALSE,Car,nh_white
2835,27446,1240,0.5569664902998236,0.23950617283950618,FALSE,Car,nh_white
4656,38497,1618,0.10008591065292097,0.061211340206185565,FALSE,Car,nh_white
3623,39462,1220,0.223019597019045,0.12807065967430306,FALSE,Car,nh_white
6684,34330,2447,0.14497307001795331,0.09096349491322561,FALSE,Car,nh_white
2020,30566,871,0.553960396039604,0.21435643564356435,FALSE,Car,nh_white
3215,40763,1181,0.1776049766718507,0.12721617418351477,FALSE,Car,nh_white
7660,30674,2557,0.46449086161879893,0.26227154046997386,FALSE,Car,nh_white
7301,32318,2779,0.1431310779345295,0.13628270099986303,FALSE,Car,nh_white
4405,73019,1381,0.002724177071509648,0.1021566401816118,FALSE,Car,nh_white
5250,25714,1937,0.23276190476190475,0.11028571428571429,FALSE,Car,nh_white
3720,63000,1245,0.20053763440860214,0.16586021505376344,FALSE,Car,nh_white
6069,20888,2371,0.7653649695172187,0.10660734882188169,FALSE,Car,h_latino
4581,52563,1589,0.07400130975769482,0.03449028596376337,FALSE,Car,nh_white
7031,48067,2798,0.11179064144502916,0.04053477456976248,FALSE,Car,nh_white
5987,66000,2250,0.05177885418406548,0.09637548020711542,FALSE,Car,nh_white
5093,42311,2255,0.37207932456312587,0.1199685843314353,FALSE,Car,nh_white
3534,30221,1439,0.5073571024335031,0.16808149405772496,FALSE,Car,nh_white
3950,30910,1095,0.500253164556962,0.3759493670886076,FALSE,Car,h_latino
2535,14916,1008,0.8157790927021696,0.4863905325443787,FALSE,Car,h_latino
6266,41066,2353,0.2001276731567188,0.14347270986275135,FALSE,Car,nh_white
4893,31413,1717,0.38728796239525853,0.2105048027794809,FALSE,Car,nh_white
4448,40660,1738,0.22864208633093525,0.22099820143884893,FALSE,Car,nh_white
3351,27476,1478,0.5258131900925097,0.12056102655923605,FALSE,Car,nh_white
3024,26946,1620,0.566468253968254,0.11541005291005291,FALSE,Car,nh_white
1807,35469,660,0.07913669064748201,0.05257332595462092,FALSE,Car,nh_white
3147,43725,1223,0.2148077534159517,0.06005719733079123,FALSE,Car,nh_white
7160,41336,2703,0.42877094972067037,0.17192737430167598,FALSE,Car,nh_white
6749,38818,2368,0.10475626018669433,0.01911394280634168,FALSE,Car,nh_white
4838,62741,1731,0.12236461347664324,0.028524183546920216,FALSE,Car,nh_white
4714,51750,1847,0.16143402630462453,0.0920661858294442,FALSE,Car,nh_white
4811,26383,1809,0.4292246934109333,0.12928705050924963,FALSE,Car,nh_white
4795,35449,1567,0.2254431699687174,0.3182481751824818,FALSE,Car,nh_white
3299,39813,1637,0.4640800242497727,0.08153986056380721,FALSE,Car,nh_white
5953,38374,2504,0.44179405341844447,0.1755417436586595,FALSE,Car,nh_white
4018,41829,1461,0.18018914883026382,0.13588850174216027,FALSE,Car,nh_white
4170,18228,2077,0.8446043165467626,0.5011990407673861,TRUE,Car,nh_white
4490,28731,1762,0.5407572383073497,0.2309576837416481,FALSE,Car,nh_white
3667,41364,1479,0.12707935642214344,0.050722661576220344,FALSE,Car,nh_white
2983,31188,1319,0.4116661079450218,0.14783774723432785,FALSE,Car,nh_white
4457,34835,1740,0.24725151447161767,0.05541844289881086,FALSE,Car,nh_white
5962,21972,2028,0.8181818181818182,0.2780945991278095,FALSE,Car,h_latino
4304,19655,1490,0.5174256505576208,0.1559014869888476,FALSE,Car,nh_white
4722,33071,1808,0.24078780177890724,0.11647606946209234,FALSE,Car,nh_white
3092,24429,1289,0.6565329883570504,0.22833117723156532,FALSE,Car,nh_white
2948,25998,1223,0.3649932157394844,0.1587516960651289,FALSE,Car,nh_white
4230,24407,1675,0.6638297872340425,0.1408983451536643,FALSE,Car,nh_white
3120,24678,1298,0.483974358974359,0.10993589743589743,FALSE,Car,nh_white
2756,22890,1017,0.7489114658925979,0.3095065312046444,FALSE,Car,nh_white
2802,35188,1283,0.29014989293361887,0.27587437544610993,FALSE,Car,nh_white
6743,32232,2746,0.2706510455286964,0.11419249592169657,FALSE,Car,nh_white
3276,30089,1396,0.22954822954822954,0.05372405372405373,FALSE,Car,nh_white
3396,35114,1589,0.16755005889281507,0.06213191990577149,FALSE,Car,nh_white
3169,22911,1351,0.8614704954244241,0.33449037551278005,FALSE,Car,nh_white
2369,20351,861,0.7961165048543689,0.3651329674968341,FALSE,Car,h_latino
3138,26735,1214,0.5175270873167622,0.2004461440407903,FALSE,Car,nh_white
7704,32252,3219,0.19820872274143303,0.06827622014537903,FALSE,Car,nh_white
7897,40730,2856,0.2059009750538179,0.09611244776497405,FALSE,Car,nh_white
8381,44931,3389,0.1503400548860518,0.05965875193890944,FALSE,Car,nh_white
2693,26279,1135,0.4845896769402154,0.18678054214630524,FALSE,Car,nh_white
2929,30556,1251,0.44554455445544555,0.13519972686923865,FALSE,Car,nh_white
3432,28103,1441,0.17482517482517482,0.05827505827505827,FALSE,Car,nh_white
2495,22813,1025,0.6801603206412825,0.12705410821643287,FALSE,Car,nh_white
2750,17939,959,0.8410909090909091,0.21454545454545454,FALSE,Car,h_latino
4154,39810,1501,0.08281174771304767,0.07366393837265287,FALSE,Car,nh_white
3994,22610,1560,0.5553329994992489,0.10791186780170256,FALSE,Car,nh_white
5092,26529,2206,0.677336999214454,0.13531029065200315,FALSE,Car,nh_white
7131,34983,2643,0.342869162810265,0.17416912074042912,FALSE,Car,nh_white
7571,43640,2709,0.06815480121516312,0.06287148329150706,FALSE,Car,nh_white
4288,37430,1591,0.0986473880597015,0.06459888059701492,FALSE,Car,nh_white
8055,47837,2665,0.08541278708876474,0.11284916201117319,FALSE,Car,nh_white
4783,46963,2037,0.29500313610704576,0.10265523729876647,FALSE,Car,nh_white
3010,37050,1162,0.34983388704318935,0.12026578073089701,FALSE,Car,nh_white
4935,27077,2053,0.39148936170212767,0.23019250253292806,FALSE,Car,nh_white
3927,21271,1625,0.5943468296409473,0.12503183091418385,FALSE,Car,nh_white
2787,41555,1076,0.12271259418729817,0.2378902045209903,FALSE,Car,nh_white
3977,23750,1347,0.3449836560221272,0.2851395524264521,FALSE,Car,nh_white
6770,31337,2753,0.15214180206794684,0.12333825701624815,FALSE,Car,nh_white
3575,33415,1437,0.28307692307692306,0.18657342657342657,FALSE,Car,nh_white
6118,68947,2527,0.14547237659365805,0.19499836547891466,FALSE,Car,nh_white
3666,25219,1578,0.6524822695035462,0.12793235133660666,FALSE,Car,nh_white
3738,35498,1622,0.4143927233814874,0.04333868378812199,FALSE,Car,nh_white
4873,32476,1978,0.3086394418222861,0.10568438333675353,FALSE,Car,nh_white
4257,54243,1691,0.1416490486257928,0.05261921540991309,FALSE,Car,nh_white
4228,50464,2124,0.22114474929044464,0.08727530747398297,FALSE,Car,nh_white
5116,26394,2323,0.625879593432369,0.1561767005473026,FALSE,Car,nh_white
5915,38056,1947,0.4650887573964497,0.3315300084530854,FALSE,Car,nh_white
3976,19469,1404,0.6941649899396378,0.5266599597585513,TRUE,Car,h_latino
5441,31047,1753,0.45837162286344424,0.3392758684065429,FALSE,Car,h_latino
4227,26321,1839,0.6647740714454696,0.38940146676129644,FALSE,Car,h_latino
6076,54899,1984,0.03604344963791968,0.0738973008558262,FALSE,Car,nh_white
6715,41776,2436,0.09888309754281459,0.0501861504095309,FALSE,Car,nh_white
4666,39032,2070,0.5593656236605229,0.15580797256750964,FALSE,Car,nh_white
2929,27750,1068,0.5315807442813247,0.14271082280641859,FALSE,Car,nh_white
2913,18495,1416,0.97391005835908,0.4933058702368692,FALSE,Car,h_latino
5983,21980,1769,0.5564098278455625,0.3327761992311549,FALSE,Car,h_latino
4097,20034,1118,0.6597510373443983,0.5264827922870393,TRUE,Car,h_latino
5445,23640,1614,0.6470156106519743,0.5397612488521579,TRUE,Car,h_latino
1913,18322,520,0.7083115525352849,0.5154208050182959,TRUE,Car,h_latino
2800,15600,1206,0.7946428571428571,0.43142857142857144,FALSE,Car,h_latino
4258,30945,1379,0.31798966651009863,0.2609206200093941,FALSE,Car,nh_white
6194,65164,2025,0.07265095253471102,0.15644171779141106,FALSE,Car,nh_white
2947,37905,1099,0.060739735324058367,0.05259586019681031,FALSE,Car,nh_white
3731,38254,1746,0.2589118198874296,0.021173948003216297,FALSE,Car,nh_white
5478,34830,2016,0.1058780576852866,0.06535231836436656,FALSE,Car,nh_white
4383,63813,2122,0.17704768423454256,0.026922199406798995,FALSE,Car,nh_white
6298,43223,2170,0.11813274055255636,0.04572880279453795,FALSE,Car,nh_white
4258,66779,1299,0.09534992954438704,0.15570690465007045,FALSE,Car,nh_white
3747,41396,1605,0.15078729650386977,0.10701894849212704,FALSE,Car,nh_white
4677,49133,1716,0.07911054094505024,0.083386786401539445,FALSE,Car,nh_white
2708,26198,1037,0.654357459379616,0.4527326440177253,FALSE,Car,h_latino
5303,41760,1951,0.06053177446728267,0.04186309636055063,FALSE,Car,nh_white
4187,39157,1583,0.2634344399331263,0.08048722235490804,FALSE,Car,nh_white
5370,53771,2072,0.17001862197392922,0.07728119180633147,FALSE,Car,nh_white
5944,34306,2134,0.11372812920592194,0.07335127860026917,FALSE,Car,nh_white
3049,36132,1210,0.264348966874385,0.14463758609380126,FALSE,Car,nh_white
2161,31753,914,0.2804257288292457,0.12586765386395188,FALSE,Car,nh_white
3986,32641,1506,0.3748118414450577,0.13572503763171098,FALSE,Car,nh_white
5564,41378,2204,0.3659237958303379,0.07386772106398275,FALSE,Car,nh_white
1982,18698,879,0.5988900100908173,0.09334006054490414,FALSE,Car,nh_white
2727,23627,1125,0.678034470113678,0.32673267326732675,FALSE,Car,nh_white
5695,35433,1455,0.042317822651448636,0.13836698858647936,FALSE,Car,nh_white
4828,20518,1812,0.6404308202154101,0.1495443247721624,FALSE,Car,nh_white
8877,40796,3007,0.18125492846682437,0.06105666328714656,FALSE,Car,nh_white
2868,26687,1157,0.8064853556485355,0.25278940027894004,FALSE,Car,nh_white
5064,27370,1980,0.33096366508688785,0.19135071090047392,FALSE,Car,nh_white
2054,22138,1004,0.7911392405063291,0.12658227848101267,FALSE,Car,nh_white
1743,15411,792,0.7452667814113597,0.23637406769936892,FALSE,Car,nh_other
7051,35504,2610,0.06467167777620196,0.13033612253581053,FALSE,Car,nh_white
5200,27296,2005,0.24269230769230768,0.1280769230769231,FALSE,Car,nh_white
6130,36609,2421,0.20048939641109298,0.05464926590538336,FALSE,Car,nh_white
2991,17869,1133,0.8391842193246406,0.17753259779338015,FALSE,Car,h_latino
9354,43613,3488,0.1531964934787257,0.06553346162069702,FALSE,Car,nh_white
4366,22489,1835,0.5494732020155749,0.2629409070087036,FALSE,Car,nh_white
5579,35345,2087,0.12421580928481807,0.1459042839218498,FALSE,Car,nh_white
6829,45996,2615,0.06999560697027384,0.0754136769658808,FALSE,Car,nh_white
7526,31747,3091,0.14562848790858357,0.1266276906723359,FALSE,Car,nh_white
2955,21346,1221,0.42199661590524534,0.11573604060913706,FALSE,Car,h_latino
3732,38197,1683,0.16639871382636656,0.09083601286173633,FALSE,Car,nh_white
3906,33457,1514,0.09216589861751152,0.09037378392217102,FALSE,Car,nh_white
1965,41205,966,0.28346055979643764,0.18880407124681933,FALSE,Car,nh_white
4973,21873,1866,0.5992358737180776,0.058717072189825054,FALSE,Car,nh_white
5954,31474,2426,0.3471615720524017,0.030903594222371517,FALSE,Car,nh_white
2531,11337,938,0.9431054919004346,0.061240616357171075,FALSE,Car,h_latino
4255,29874,1692,0.2418331374853114,0.09494712103407756,FALSE,Car,h_latino
5208,20733,1397,0.03667434715821813,0.07008448540706605,FALSE,Car,nh_white
4234,43767,1821,0.2435049598488427,0.05101558809636278,FALSE,Car,nh_white
6226,35345,2889,0.5451333119177643,0.09267587536138773,FALSE,Car,nh_white
7840,22546,2233,0.5142857142857142,0.2738520408163265,FALSE,Car,h_latino
5570,25509,1779,0.6274685816876122,0.4303411131059246,FALSE,Car,h_latino
8081,31822,2849,0.4260611310481376,0.22583838633832445,FALSE,Car,h_latino
3177,50000,1091,0.012275731822474031,0.08372678627636135,FALSE,Car,nh_white
4578,45194,1555,0.18020969855832242,0.10572302315421582,FALSE,Car,nh_white
4425,20065,1820,0.752542372881356,0.33943502824858757,FALSE,Car,h_latino
5227,38011,1844,0.14042471781136406,0.2982590396020662,FALSE,Car,nh_white
4975,29621,1610,0.5005025125628141,0.32060301507537686,FALSE,Car,h_latino
3394,25688,1032,0.725103123158515,0.576900412492634,TRUE,Car,h_latino
4957,35522,1840,0.17893887431914465,0.13717974581400041,FALSE,Car,nh_white
3398,38538,1184,0.13743378457916422,0.1898175397292525,FALSE,Car,nh_white
8024,35964,2789,0.12300598205383849,0.09683449651046859,FALSE,Car,nh_white
3476,40642,1684,0.39815880322209435,0.07796317606444189,FALSE,Car,nh_white
3713,49409,1430,0.10826824670078104,0.02531645569620253,FALSE,Car,nh_white
4275,25539,1838,0.624327485380117,0.2617543859649123,FALSE,Car,nh_white
6585,45605,2468,0.03219438116932422,0.0806378132118451,FALSE,Car,nh_white
6307,41202,2745,0.27096876486443633,0.04582210242587601,FALSE,Car,nh_white
5698,24809,1678,0.6388206388206388,0.4306774306774307,FALSE,Car,h_latino
6551,55815,2145,0.06121202869790872,0.07433979545107618,FALSE,Car,nh_white
4900,24371,1421,0.6920408163265306,0.48020408163265305,FALSE,Car,h_latino
4139,62132,1323,0.027542884754771683,0.14568736409760813,FALSE,Car,nh_white
5609,42799,2244,0.2984489213763594,0.03440898555892316,FALSE,Car,nh_white
6839,42917,2775,0.09782131890627285,0.029244041526538967,FALSE,Car,nh_white
6960,75123,2443,0.08448275862068966,0.13706896551724138,FALSE,Car,nh_white
4820,40500,1996,0.12012448132780083,0.053112033195020746,FALSE,Car,nh_white
3237,36011,1364,0.2153228297806611,0.04788384306456596,FALSE,Car,nh_white
4604,20540,2453,0.5810165073848828,0.05060816681146829,FALSE,Car,nh_white
