tot_popE,med_incomeE,mon_housE,pct_ten,pct_pubtra,maj_usborn,maj_white
98824,39869,38613,0.29482716748967863,0.0030356998300008096,TRUE,TRUE
66342,23454,24910,0.2630460341864882,3.316149648789605e-4,TRUE,TRUE
17403,30332,6807,0.2149054760673447,1.7238407171177384e-4,TRUE,TRUE
8843,23497,3552,0.2356666289720683,1.1308379509216329e-4,TRUE,TRUE
8302,26354,2991,0.19621777884847025,0,TRUE,TRUE
3951,21975,1533,0.1850164515312579,0,TRUE,TRUE
28672,25322,11500,0.31856863839285715,9.416852678571429e-4,TRUE,TRUE
13619,30525,5113,0.14773478228944856,0.0015419634334385784,TRUE,TRUE
13693,18231,5154,0.23048272840137296,0,TRUE,TRUE
33908,29701,12232,0.2008080688922968,2.0644095788604458e-4,TRUE,TRUE
25735,23528,9328,0.2906547503400039,0,TRUE,TRUE
84275,29869,31097,0.24449718184514982,9.492732126965292e-5,TRUE,TRUE
288429,25963,122026,0.3786477781360404,0.0032555672279833167,TRUE,TRUE
8554,23724,3556,0.23883563245265374,2.3380874444704232e-4,TRUE,TRUE
9383,21305,4126,0.19759138868165832,2.1315144410103377e-4,TRUE,TRUE
25325,19948,9513,0.326791707798618,5.528134254689042e-4,TRUE,TRUE
4898,25710,1820,0.25581870151082076,0,TRUE,TRUE
6317,24616,2174,0.28795314231438973,0,TRUE,TRUE
6800,26209,2942,0.23691176470588235,1.4705882352941175e-4,TRUE,TRUE
223302,31790,84393,0.18798756840511952,0.0010792558956032637,TRUE,TRUE
10027,24814,3766,0.20544529769622022,0.0025929989029620025,TRUE,TRUE
17811,21519,7312,0.3618550334063219,0.0022458031553534335,TRUE,TRUE
19146,29005,7605,0.21064452104878303,9.40144155437167e-4,TRUE,TRUE
10217,28317,4004,0.18018987961241067,0,TRUE,TRUE
22825,30051,8785,0.20254107338444688,0.0024096385542168677,TRUE,TRUE
998684,34847,403547,0.2754364744003108,0.012091912957452006,TRUE,TRUE
31527,23383,12841,0.17997272179401783,1.2687537666127447e-4,TRUE,TRUE
35493,22485,13211,0.2901980672245231,8.170625193700166e-4,TRUE,TRUE
176515,28135,69957,0.3871172421607229,0.005886185310030309,TRUE,TRUE
13938,20876,5785,0.23956091261300044,0,TRUE,TRUE
24280,21293,9473,0.3059719934102142,0.001400329489291598,TRUE,TRUE
10221,20428,4156,0.259270130124254,4.891889247627434e-4,TRUE,TRUE
15076,26624,5882,0.2571637039002388,0.0018572565667285751,TRUE,TRUE
15958,28734,5346,0.19281864895350295,0.0011279608973555583,TRUE,TRUE
10699,20885,4307,0.20441162725488363,0.0031778670903822785,TRUE,TRUE
30428,20469,12427,0.37537794136979097,0.0012159852767188116,TRUE,TRUE
42371,24073,15921,0.30091336055320855,0.0024073068844256687,TRUE,TRUE
17871,27766,7134,0.2051927704101617,5.595657769570813e-5,TRUE,TRUE
24945,24985,8347,0.2081379033874524,0.0014431749849669272,TRUE,TRUE
102781,29653,40780,0.24051137856218563,0.0011967192379914577,TRUE,TRUE
10113,25715,3559,0.19529318698704637,0,TRUE,TRUE
692003,31013,282653,0.370431920092832,0.010287527655226928,TRUE,TRUE
25049,24389,9804,0.23961036368717314,3.992175336340772e-4,TRUE,TRUE
52591,23494,15026,0.3928999258428248,0.0016542754463691506,TRUE,TRUE
4815,23302,1803,0.2803738317757009,0,TRUE,TRUE
54720,22889,22366,0.3825109649122807,0.003380847953216374,TRUE,TRUE
25671,20903,9579,0.23275291184605196,8.959526313739238e-4,TRUE,TRUE
89076,26453,33432,0.32153442004580357,0.004052719026449324,TRUE,TRUE
9049,27002,3682,0.22289755774118686,1.1050944855785169e-4,TRUE,TRUE
44840,28806,16038,0.2295049063336307,1.784121320249777e-4,TRUE,TRUE
102678,34397,39444,0.2185083464812326,4.187849393248797e-4,TRUE,TRUE
20475,30363,8157,0.2463980463980464,0.0025396825396825397,TRUE,TRUE
17622,27253,6428,0.2564975598683464,7.94461468618772e-4,TRUE,TRUE
16499,20574,6253,0.23401418267773805,9.697557427722892e-4,TRUE,TRUE
6665,24259,2601,0.218304576144036,0.004051012753188297,TRUE,TRUE
9368,19890,4020,0.1781596925704526,0,TRUE,TRUE
55563,30367,18738,0.21552112016989725,5.219300613717761e-4,TRUE,TRUE
13748,15665,5040,0.3381582775676462,9.455920861216177e-4,TRUE,TRUE
8654,26553,3632,0.22995146752946613,0,TRUE,TRUE
58202,26251,22268,0.2749046424521494,7.044431462836329e-4,TRUE,TRUE
9236,19353,4144,0.19629709831095712,8.661758336942399e-4,TRUE,TRUE
18489,22908,6650,0.24982421980637134,5.408621342419817e-4,TRUE,TRUE
389985,38863,144643,0.16309858071464287,0.001028244676077285,TRUE,TRUE
11845,29477,4889,0.26272688898269314,0.0018573237653018151,TRUE,TRUE
16439,25978,6274,0.34387736480321185,0.0020074213759961068,TRUE,TRUE
1619,31292,769,0.25138974675725756,0,TRUE,TRUE
16246,30617,7691,0.26301858919118554,0.008555952234396159,TRUE,TRUE
11228,24675,3156,0.38751335945849663,0.00730317064481653,TRUE,FALSE
6727,22202,2320,0.4255983350676379,0.006094841682770923,TRUE,FALSE
2280,27242,886,0.38333333333333336,0,TRUE,TRUE
11360,33577,4493,0.3311619718309859,6.161971830985916e-4,TRUE,TRUE
6080,27617,2475,0.29901315789473687,0.003125,TRUE,TRUE
4976,23879,1898,0.31310289389067525,0,TRUE,TRUE
2838,32368,1302,0.2533474277660324,7.047216349541931e-4,TRUE,TRUE
1753,30470,856,0.16942384483742157,0,TRUE,TRUE
1951,29430,923,0.2629420809841107,0,TRUE,TRUE
34814,24223,15158,0.278882058941805,0.0029585798816568047,TRUE,TRUE
9100,23956,3855,0.22087912087912087,7.692307692307692e-4,TRUE,TRUE
11778,32181,4444,0.12896926473085413,0.0016131771098658516,TRUE,TRUE
1630,29156,704,0.17300613496932515,0,TRUE,TRUE
2149,23750,821,0.35225686365751513,0.006979990693345742,TRUE,TRUE
9250,27300,3147,0.2998918918918919,0.0014054054054054054,TRUE,TRUE
1318,27685,625,0.22306525037936267,0,TRUE,TRUE
9191,31332,3972,0.27842454575127845,8.704167120008704e-4,TRUE,TRUE
5834,30934,2420,0.14569763455605073,0,TRUE,TRUE
29774,24842,11849,0.2744340699939545,0.001544972123329079,TRUE,TRUE
6044,24215,2114,0.26637988087359366,0,TRUE,TRUE
157816,31485,65025,0.2798702286206722,0.003174583058751964,TRUE,TRUE
41902,25005,17108,0.21669610042480072,3.818433487661687e-4,TRUE,TRUE
7532,27496,3436,0.19078597981943707,0.0011949017525225705,TRUE,TRUE
11273,27463,4975,0.26745320677725537,1.7741506253880955e-4,TRUE,TRUE
4211,21667,1699,0.2583709332700071,7.124198527665638e-4,TRUE,TRUE
432,33977,187,0.2916666666666667,0,TRUE,TRUE
11521,20146,4953,0.2252408645082892,1.7359604201024216e-4,TRUE,TRUE
98082,27919,38252,0.24872045839195775,0.003303358414387961,TRUE,TRUE
1175,26951,497,0.24851063829787234,0,TRUE,TRUE
1968,22951,749,0.25101626016260165,0,TRUE,TRUE
10546,29179,4531,0.19021429926038308,0.005120424805613503,TRUE,TRUE
4124,25153,1770,0.25266731328806985,0.004849660523763337,TRUE,TRUE
31583,27444,12710,0.2429154925117943,0.0030396099167273533,TRUE,TRUE
310094,30781,122646,0.33720097776803165,0.006768915232155411,TRUE,TRUE
5313,31435,2280,0.22284961415396198,0,TRUE,TRUE
1350,29417,626,0.21703703703703703,0,TRUE,TRUE
696,33047,279,0.26580459770114945,0,TRUE,TRUE
3042,28568,1358,0.21663379355687049,0,TRUE,TRUE
8009,30722,3772,0.1969034835809714,0,TRUE,TRUE
6405,29444,2684,0.20156128024980485,0.001717408274785324,TRUE,TRUE
10245,31063,4435,0.2301610541727672,0.002244997559785261,TRUE,TRUE
4786,28310,2142,0.23506059339740912,0,TRUE,TRUE
2015,32441,877,0.2903225806451613,0.004466501240694789,TRUE,TRUE
14288,27639,5073,0.27183650615901456,7.698768197088465e-4,TRUE,TRUE
178351,39625,65045,0.2542963033568637,9.756042859305527e-4,TRUE,TRUE
7140,24794,2175,0.4271708683473389,0.004761904761904762,TRUE,FALSE
20219,38383,8125,0.17315396409317968,8.407933132202384e-4,TRUE,TRUE
2042,25631,903,0.21449559255631734,0,TRUE,TRUE
5790,27875,2566,0.3620034542314335,0.0031088082901554403,TRUE,TRUE
36683,27728,15289,0.34073003843742333,6.542540141209824e-4,TRUE,TRUE
5574,31423,2510,0.20631503408683172,3.588087549336204e-4,TRUE,TRUE
1860,27825,871,0.24623655913978496,5.376344086021505e-4,TRUE,TRUE
691,23917,319,0.26049204052098407,0,TRUE,TRUE
4841,26301,1982,0.25036149555876885,0.001032844453625284,TRUE,TRUE
7004,27239,2877,0.24243289548829242,0,TRUE,TRUE
17127,32118,6596,0.22374029310445495,5.254860746190226e-4,TRUE,TRUE
645,26371,292,0.22015503875968992,0,TRUE,TRUE
20317,28863,7456,0.32160259880887926,9.35177437613821e-4,TRUE,TRUE
3571,26833,1519,0.17642117054046486,0.0011201344161299357,TRUE,TRUE
6372,26695,2675,0.2106089139987445,0,TRUE,TRUE
8067,31683,3377,0.1833395314243213,8.677327383165985e-4,TRUE,TRUE
6232,30267,2574,0.18886392811296535,0,TRUE,TRUE
10830,27982,4846,0.29399815327793166,9.233610341643582e-5,TRUE,TRUE
21595,30325,9160,0.2717758740449178,5.093771706413522e-4,TRUE,TRUE
9178,33674,3699,0.18043146655044673,0,TRUE,TRUE
6552,31415,2682,0.21474358974358973,0,TRUE,TRUE
8099,27106,3844,0.2585504383257192,0.006173601679219657,TRUE,TRUE
35164,30069,14254,0.30491411671027185,0.002104424980093277,TRUE,TRUE
2907,33750,1225,0.1823185414516684,3.439972480220158e-4,TRUE,TRUE
21024,35496,8326,0.1902587519025875,2.3782343987823439e-4,TRUE,TRUE
9367,24528,3657,0.24895911177538166,0,TRUE,TRUE
792,30192,326,0.22095959595959597,0,TRUE,TRUE
8460,28003,3674,0.2326241134751773,2.3640661938534278e-4,TRUE,TRUE
35433,30099,14985,0.2841136793384698,0.0026246719160104987,TRUE,TRUE
7157,32785,3026,0.20707000139723347,0,TRUE,TRUE
1266,27894,579,0.2638230647709321,0,TRUE,TRUE
25702,36408,10005,0.1574585635359116,5.05797214224574e-4,TRUE,TRUE
5746,30442,2311,0.20623042116254786,0,TRUE,TRUE
2023,28750,865,0.33267424616905583,9.886307464162135e-4,TRUE,TRUE
2410,27112,1034,0.1896265560165975,0.004149377593360996,TRUE,TRUE
61343,30575,22870,0.3391585021925892,0.0019236098658363628,TRUE,TRUE
15896,31232,6452,0.2569199798691495,1.887267237040765e-4,TRUE,TRUE
10806,25794,4459,0.2317231167869702,6.477882657782713e-4,TRUE,TRUE
8896,26112,3623,0.25393435251798563,4.496402877697842e-4,TRUE,TRUE
9852,33692,4434,0.27111246447421844,0,TRUE,TRUE
23804,28417,8997,0.2803310368005377,1.2602923878339775e-4,TRUE,TRUE
4224,26259,1840,0.23082386363636365,0,TRUE,TRUE
454,33594,203,0.4185022026431718,0,TRUE,TRUE
3554,27953,1546,0.1935846933033202,0,TRUE,TRUE
5992,32406,2410,0.14936582109479304,0,TRUE,TRUE
3438,29181,1521,0.17248400232693425,0.0017452006980802793,TRUE,TRUE
480,31442,218,0.3416666666666667,0.0020833333333333333,TRUE,TRUE
49030,28583,19165,0.3016724454415664,0.0013869059759331023,TRUE,TRUE
1894,25506,824,0.2307286166842661,0,TRUE,TRUE
2843,26277,1209,0.24727400633134014,0,TRUE,TRUE
33063,32406,13000,0.2383631249432901,2.7220760366572906e-4,TRUE,TRUE
5098,30111,2283,0.18987838367987447,3.9231071008238524e-4,TRUE,TRUE
11089,32286,4801,0.2799170348994499,3.607178284786726e-4,TRUE,TRUE
24010,28272,9819,0.33506872136609744,0,TRUE,TRUE
47828,32315,20579,0.30377603077695076,6.272476373672326e-4,TRUE,TRUE
6611,25210,1933,0.19407048857964,0.0025714717894418392,TRUE,TRUE
981,26190,454,0.45565749235474007,0,TRUE,TRUE
16904,34515,6271,0.24574065309985801,0.06217463322290582,TRUE,TRUE
4448,25108,1938,0.3439748201438849,0,TRUE,TRUE
9737,33061,3529,0.2086885077539283,0.006059361199548115,TRUE,TRUE
52252,38022,17688,0.25595192528515653,0.0691265406108857,TRUE,TRUE
5174,27250,2041,0.1870892926169308,0,TRUE,TRUE
43705,24473,18668,0.28706097700491934,0.004255805971856767,TRUE,TRUE
3941,30526,1598,0.12940877949758944,0.006851053032225323,TRUE,TRUE
450486,31768,177632,0.39330190061400355,0.008757208881075106,TRUE,TRUE
2141574,30259,767954,0.4469936598034903,0.017338182103443543,TRUE,TRUE
54467,30503,22461,0.4249545596416179,0.0018176143352855857,TRUE,TRUE
53155,29015,20528,0.313291317844041,0.0015802840748753645,TRUE,TRUE
76263,29731,30319,0.24631866042510786,0.001757077481871943,TRUE,TRUE
149452,35477,57843,0.22640714075422208,0.0018534378931028023,TRUE,TRUE
89811,30320,34752,0.23759895781140394,0.006368930309204886,TRUE,TRUE
305129,41913,120147,0.18351910175696182,0.004512845386705295,TRUE,TRUE
60640,32827,24739,0.20354551451187336,3.7928759894459104e-4,TRUE,TRUE
43125,31965,17740,0.2463768115942029,0.0017391304347826088,TRUE,TRUE
411087,37341,159200,0.29201604526535746,0.004719195693369043,TRUE,TRUE
128237,31249,48548,0.27669081466347467,0.01067554605924967,TRUE,TRUE
32038,25606,13720,0.2370622385916724,6.86684562082527e-4,TRUE,TRUE
47840,31101,21070,0.1834866220735786,3.553511705685619e-4,TRUE,TRUE
623387,42706,233874,0.21998212988079635,0.04068419777762449,TRUE,TRUE
142298,41464,53361,0.14672026310981182,0.009227114927827518,TRUE,TRUE
153400,23658,50608,0.3225684485006519,0.007464146023468057,TRUE,TRUE
793555,31502,282502,0.48409751056952577,0.09893832185544796,TRUE,FALSE
591939,33624,225270,0.21740246883547124,0.007580172957010773,TRUE,TRUE
290852,38116,104587,0.1595141171454898,0.011053731794864742,TRUE,TRUE
63336,31870,23908,0.2723095869647594,0.004136667929771378,TRUE,TRUE
504041,30760,163670,0.44695967193145003,0.039919371638418306,TRUE,TRUE
507367,32664,187158,0.2867845169275889,0.035088998693253604,TRUE,TRUE
929999,44107,338249,0.30543366175662556,0.07620545828543902,TRUE,TRUE
106293,37361,41350,0.23574459277657042,0.006293923400412069,TRUE,TRUE
668631,34031,255429,0.6492564658234512,0.21720949223114094,TRUE,TRUE
446367,40638,165496,0.2078379450093757,0.017664836334227215,TRUE,TRUE
494383,50369,180896,0.2081058612452289,0.02829992131606467,TRUE,TRUE
39307,NA,12398,NA,NA,TRUE,TRUE
28034,20145,11292,0.25105229364343296,0.0017835485481914818,TRUE,TRUE
15595,22009,5664,0.20327027893555627,1.923693491503687e-4,TRUE,TRUE
65745,21278,23391,0.3109285877253023,0.002935584455091642,TRUE,TRUE
26978,20190,8939,0.2856401512343391,0.0011490844391726593,TRUE,FALSE
4382,18428,1404,0.18256503879507074,0,TRUE,TRUE
3539,23136,1381,0.10539700480361684,0,TRUE,TRUE
28061,21956,12003,0.2942874452086526,0.00256583870852785,TRUE,TRUE
24264,16090,9025,0.38373722387075504,0.0021018793273986152,TRUE,TRUE
72849,16954,20295,0.2597976636604483,0.0026355886834410905,TRUE,FALSE
32888,21742,12127,0.21351252736560447,0.00538190221357334,TRUE,TRUE
12353,20654,5678,0.27515583259127335,4.0475997733344126e-4,TRUE,TRUE
57437,30576,21264,0.28800250709472985,0.0029771749917300696,TRUE,TRUE
4563,14275,1535,0.21367521367521367,0,TRUE,TRUE
8373,18374,3060,0.28866595007763046,8.360205422190374e-4,TRUE,TRUE
19482,23348,7815,0.21542962734832152,3.593060260753516e-4,TRUE,TRUE
70126,27514,22114,0.29717936286113567,7.130023101274848e-4,TRUE,TRUE
148917,32313,61972,0.27509955209949166,0.0057280229926737715,TRUE,TRUE
11135,18329,5377,0.2317916479568927,4.49034575662326e-4,TRUE,TRUE
17000,15767,4550,0.24458823529411763,9.411764705882353e-4,TRUE,TRUE
215338,20158,77453,0.35792567962923405,0.0022615608949651247,TRUE,TRUE
31364,29435,12559,0.21709603366917485,0.005675296518301237,TRUE,TRUE
464242,32057,185624,0.29990823751405515,0.014399817336647696,TRUE,TRUE
80794,28683,31395,0.26943832462806644,0.002809614575339753,TRUE,TRUE
34612,28283,13522,0.20293539812781694,0.003206980238067722,TRUE,TRUE
99070,42205,34847,0.14570505703038256,0.040950842838397096,TRUE,TRUE
50692,28891,19088,0.2180817485993845,0.00384676083011126,TRUE,TRUE
109472,32254,44286,0.21306818181818182,0.0031240865244080676,TRUE,TRUE
2298513,31165,779234,0.5115107027891511,0.2451271757001157,TRUE,FALSE
96927,27471,40183,0.2454630804626162,0.0018673847328401787,TRUE,TRUE
4575,26950,1124,0.15256830601092897,0.0015300546448087432,TRUE,TRUE
61828,28454,24009,0.23874296435272044,0.004561040305363266,TRUE,TRUE
129656,24710,52572,0.2552369346578639,0.001596532362559388,TRUE,TRUE
2600747,30386,950856,0.6424673372688693,0.280587461986883,TRUE,FALSE
1632480,49299,758133,0.730381995491522,0.31962229246300106,TRUE,TRUE
49045,31327,20045,0.19337343256193293,0.0027729636048526864,TRUE,TRUE
77868,30712,31251,0.24398982894128526,0.0030564545127651924,TRUE,TRUE
41175,28081,16333,0.20167577413479054,0.0029386763812993323,TRUE,TRUE
227377,41268,93876,0.22333393439090146,0.004098919415772044,TRUE,TRUE
323686,38015,100005,0.3043628701890103,0.03824694302503043,TRUE,TRUE
60919,32374,25243,0.24435726128137364,0.011720481294834124,TRUE,TRUE
26719,28649,10242,0.17713986301882556,0.0011976496126352035,TRUE,TRUE
211704,30309,88211,0.24128500170048747,0.004529909685220874,TRUE,TRUE
968815,41793,347332,0.35030320546234317,0.10957200291077245,TRUE,TRUE
45502,25589,19030,0.23012175288998285,0.005164608149092347,TRUE,TRUE
37751,29878,15425,0.21040502238351302,0.0024105321713332097,TRUE,TRUE
49426,26115,19665,0.29278112734188483,0.003965524218022903,TRUE,TRUE
1356564,44126,445517,0.1672143739624522,0.08343137515074851,TRUE,TRUE
474101,38391,166152,0.2547284228466086,0.1305734432114676,TRUE,TRUE
17992,25456,7304,0.22009782125389063,0.0036127167630057803,TRUE,TRUE
102962,28348,39326,0.34093160583516247,0.03050640041957227,TRUE,TRUE
48348,27157,20616,0.22451807727310333,0.0010755356995118723,TRUE,TRUE
48123,26524,17685,0.28032333811275273,0.0026806308833613865,TRUE,TRUE
114448,26592,43267,0.38854326855864674,0.0020271214874877674,TRUE,TRUE
230782,28898,90014,0.28364863810869134,0.004588746089383054,TRUE,TRUE
1487901,40350,487981,0.1695724379511809,0.031410691974802084,TRUE,TRUE
40565,31260,15815,0.18994206828546778,0.0023172685812892888,TRUE,TRUE
85740,29067,34373,0.2794028458129228,0.008304175414042454,TRUE,TRUE
119104,26966,46032,0.23876612036539496,0.0036858543793659325,TRUE,TRUE
60244,25166,23556,0.21955713432043025,0.007685412655202178,TRUE,TRUE
90856,29900,36504,0.20257330280884037,0.0029717354935282205,TRUE,TRUE
307426,34859,126008,0.34937188136332,0.03091475672194284,TRUE,TRUE
194402,26498,78594,0.29300110081172004,0.014418575940576743,TRUE,TRUE
919866,31267,387847,0.29709435939582507,0.01804610671554335,TRUE,TRUE
71359,30114,26026,0.19195896803486595,0.0024664022758166455,TRUE,TRUE
75211,29403,27890,0.3112310699232825,0.009293853292736435,TRUE,TRUE
15040,24462,6361,0.19361702127659575,1.9946808510638297e-4,TRUE,TRUE
58112,30719,23681,0.23511495044052863,0.001738023127753304,TRUE,TRUE
378227,35364,126776,0.28305752894425834,0.025164781995997112,TRUE,TRUE
21008,21584,7259,0.25966298552932215,5.236100533130236e-4,TRUE,TRUE
14205,25706,5984,0.30630059838085183,0.002393523407250968,TRUE,TRUE
81779,22809,32594,0.27566979297863753,2.4456156225925973e-4,TRUE,TRUE
156729,27192,61099,0.2913181351249609,0.0010655335005008645,TRUE,TRUE
103082,27281,40871,0.3453755262800489,7.469781339128073e-4,TRUE,TRUE
53332,21559,21371,0.3990849771244281,0.003000075001875047,TRUE,FALSE
130361,25744,45086,0.3542163683923873,7.364165663043395e-4,TRUE,TRUE
113625,28704,48281,0.24626622662266226,7.920792079207921e-4,TRUE,TRUE
5393,21739,1769,0.33487854626367514,0.0033376599295382903,TRUE,TRUE
1054314,34436,403546,0.40092989375081806,0.015538065509895534,TRUE,TRUE
20186,21057,8628,0.30164470425047063,6.935499851382146e-4,TRUE,FALSE
139605,26015,52301,0.2887289137208553,0.0013466566383725511,TRUE,TRUE
44482,21229,16854,0.390607436715975,1.5736702486398994e-4,TRUE,FALSE
25796,33842,10148,0.17479454178942472,0.0011242053031477748,TRUE,TRUE
226694,33193,75165,0.1944030278701686,0.002187971450501557,TRUE,TRUE
371573,28893,146685,0.351171909692039,0.0045805265721675145,TRUE,TRUE
94003,25931,36720,0.3082880333606374,0.0021382296309692245,TRUE,TRUE
33778,21310,13968,0.27695541476700813,0.0016874888980993547,TRUE,TRUE
35741,30604,15441,0.29515122688229206,1.6787442992641504e-4,TRUE,TRUE
20033,22020,7780,0.26131882394049816,3.494234513053462e-4,TRUE,FALSE
81336,24648,32128,0.40756860430805547,0.0010450477033539885,TRUE,TRUE
19644,19118,7976,0.25814498065567093,0.0035634290368560377,TRUE,FALSE
